,car_name,price,instalment,mileage,depreciation,purchase_date,remaining,remaining_years,remaining_months,source
0,Honda Odyssey 2.4 EXV-S (A),67800,1274,101600,18494,2015/07/21,2 yrs 10 mths ,2,10,Carbuyer
1,Mercedes-Benz GLC-Class GLC250 4-Matic Sunroof,129800,1738,62000,25425,2016/10/25,4 yrs 1 mths ,4,1,Carbuyer
2,Honda Fit 1.3 G F-Package (A) (Past Model),52500,510,175000,8975,2008/10/07,5 yrs 10 mths ,5,10,Carbuyer
3,Kia Stinger 2.0A sunroof,133800,1284,86000,19200,2018/08/30,5 yrs 11 mths ,5,11,Carbuyer
4,Mazda 3 Sedan 1.6 Deluxe (A),49800,844,106000,13373,2015/11/30,3 yrs 2 mths ,3,2,Carbuyer
5,Hyundai i30 1.4 T-GDi DCT Turbo (A),103800,860,14352,12695,2020/02/27,7 yrs 5 mths ,7,5,Carbuyer
6,BMW 1 Series Hatchback 116d (A),62800,948,80500,15975,2016/04/15,3 yrs 7 mths ,3,7,Carbuyer
7,Hyundai Elantra 1.6 GLS Elite (A),74000,758,62000,12191,2018/10/03,5 yrs 6 mths ,5,6,Carbuyer
8,Honda Shuttle 1.5 G LED Honda Sensing (A),90000,770,36000,12532,2019/06/19,6 yrs 9 mths ,6,9,Carbuyer
9,Skoda Rapid Spaceback 1.4 TSI Ambition (A),83500,764,70000,11839,2018/12/29,6 yrs 3 mths ,6,3,Carbuyer
10,Subaru Forester 2.0i-L (A),53000,969,97000,15453,2015/08/28,2 yrs 11 mths ,2,11,Carbuyer
11,"Peugeot 308 SW 1.2 PureTech EAT6 Allure 16""",78800,796,50000,12240,2018/04/17,5 yrs 7 mths ,5,7,Carbuyer
12,Mazda 5 2.0 Deluxe (A),38888,909,82000,14201,2014/12/26,2 yrs 3 mths ,2,3,Carbuyer
13,Mazda CX-5 2.0 (A),79000,1058,66000,15267,2016/10/28,4 yrs 1 mths ,4,1,Carbuyer
14,Porsche Cayman 2.9 PDK (A),145000,1427,100000,24965,2008/06/25,5 yrs 9 mths ,5,9,Carbuyer
17,Mercedes-Benz S-Class S400L (A),184800,2622,107375,28687,2016/07/21,3 yrs 10 mths ,3,10,Carbuyer
18,Nissan Qashqai 1.2 DIG-T Premium (A) OPC,90800,753,12000,10947,2020/08/01,7 yrs 4 mths ,7,4,Carbuyer
19,Honda Shuttle 1.5 G Keyless/Navi Honda Sensing (A) OPC,67800,685,28000,11275,2018/04/17,5 yrs 7 mths ,5,7,Carbuyer
20,HYUNDAI I30 (FD) 1.6 DOHC AUTO,15500,535,140000,10249,2009/10/03,1 yrs 6 mths ,1,6,Carbuyer
21,Toyota Estima 2.4 Aeras Premium 7-Seater Moonroof (A),67800,1434,98000,19641,2015/02/04,2 yrs 6 mths ,2,6,Carbuyer
22,Porsche Macan PDK 2.0 (A),128800,3010,58000,39582,2014/09/12,2 yrs 3 mths ,2,3,Carbuyer
24,HONDA CIVIC 1.6 VTI CVT,109800,910,59730,11943,2021/01/20,8 yrs 4 mths ,8,4,Carbuyer
25,SUBARU FORESTER 2.0XT CVT AWD SR,77800,1042,73555,16366,2016/10/17,4 yrs 1 mths ,4,1,Carbuyer
26,NISSAN TEANA 2.0 XL CVT,68800,921,70000,13537,2016/10/14,4 yrs 1 mths ,4,1,Carbuyer
27,Mazda 2 Hatchback 1.5 Standard (A),79800,705,39481,11110,2019/03/13,6 yrs 6 mths ,6,6,Carbuyer
28,Toyota Corolla Altis 1.6 Elegance (A),43800,926,120000,4380,2015/03/25,2 yrs 6 mths ,2,6,Carbuyer
29,B.M.W. 420I COUPE LED SR NAV,130800,1415,35500,20656,2017/11/29,5 yrs 2 mths ,5,2,Carbuyer
30,Nissan Kicks e-POWER Hybrid Premium (A),126800,1051,10149,13024,2021/12/29,9 yrs 3 mths ,9,3,Carbuyer
31,SKODA KAROQ 1.5 TSI STYLE (A),111800,1022,59800,15427,2018/12/28,6 yrs 3 mths ,6,3,Carbuyer
34,VOLKSWAGEN PASSAT B8 1.8 TFSI AT 3G24JZ,83800,1102,45600,16627,2016/09/11,4 yrs 2 mths ,4,2,Carbuyer
35,MERCEDES BENZ E250 AUTO,158000,1710,62000,23745,2017/11/28,5 yrs 2 mths ,5,2,Carbuyer
36,Toyota Corolla Altis 1.6 Elegance (A),76800,843,62000,12881,2017/09/10,5 yrs 1 mths ,5,1,Carbuyer
37,Suzuki Vitara 1.4 (A),70000,817,56000,13388,2017/06/19,4 yrs 9 mths ,4,9,Carbuyer
38,BMW 2 Series Gran Tourer 218i Luxury (A),60000,1097,50000,16217,2015/08/28,2 yrs 11 mths ,2,11,Carbuyer
39,Audi Q2 1.4 TFSI S tronic (A),112800,1056,74873,15714,2018/10/31,6 yrs 1 mths ,6,1,Carbuyer
41,AUDI A5 SB 2.0 TFSI QU S TRONIC SPORT (PSR),173000,1872,82000,26017,2017/11/30,5 yrs 2 mths ,5,2,Carbuyer
42,MITSUBISHI OUTLANDER 2.4 CVT AWD S/R FACELIFT,58800,950,120000,14311,2016/01/19,3 yrs 4 mths ,3,4,Carbuyer
43,Opel Crossland X 1.5 Turbo Diesel (A),111800,927,46,11680,2021/04/13,8 yrs 7 mths ,8,7,Carbuyer
44,HYUNDAI FD I30 CW 1.6 A,23800,557,145241,10454,2009/12/14,2 yrs 3 mths ,2,3,Carbuyer
45,TOYOTA WISH 1.8 AUTO,60800,563,146828,9824,2008/11/11,6 yrs 2 mths ,6,2,Carbuyer
46,HYUNDAI HD AVANTE 1.6 A,19800,540,167801,10237,2009/11/08,1 yrs 11 mths ,1,11,Carbuyer
47,HYUNDAI ELANTRA 1.6 AT ABS D/AB 2WD 4DR,46800,615,138890,11035,2012/06/13,4 yrs 2 mths ,4,2,Carbuyer
48,KIA CERATO K3 1.6A SUNROOF,73800,746,53136,11746,2018/04/24,5 yrs 7 mths ,5,7,Carbuyer
49,B.M.W. 523I 2.5 AT D/AB 2WD 4DR GAS/D SR,88800,736,130845,10995,2011/01/21,8 yrs 0 mths ,8,0,Carbuyer
52,VOLKSWAGEN JETTA GP 1.4 TSI 90 A/T CL 1633G5,48800,807,83000,11861,2015/12/18,3 yrs 3 mths ,3,3,Carbuyer
53,VOLKSWAGEN GOLF 1.4 TSI AT 5G13HZ HID,58800,888,91930,14432,2016/04/14,3 yrs 7 mths ,3,7,Carbuyer
54,VOLKSWAGEN GOLF A7 1.2 TSI AT 5G12DZ,39800,748,201000,12489,2015/07/16,2 yrs 10 mths ,2,10,Carbuyer
55,TOYOTA WISH 2.0 AUTO,79800,661,176907,9982,2010/09/21,7 yrs 11 mths ,7,11,Carbuyer
56,TOYOTA WISH 1.8X CVT ABS D/AIRBAG 2WD 5DR,56800,917,78306,14179,2016/01/25,3 yrs 4 mths ,3,4,Carbuyer
57,TOYOTA VIOS 1.5 E (AUTO),88800,736,33457,10861,2020/03/19,7 yrs 6 mths ,7,6,Carbuyer
58,HYUNDAI ACCENT (RB) 1.4 CVT,76800,643,47000,10333,2019/03/09,6 yrs 11 mths ,6,11,Carbuyer
59,TOYOTA SIENTA 1.5G A,65800,850,94000,13956,2016/12/14,4 yrs 3 mths ,4,3,Carbuyer
60,TOYOTA RAV4 2.4X A,63800,628,180300,10953,2008/07/17,5 yrs 9 mths ,5,9,Carbuyer
61,TOYOTA PICNIC AUTO W/O ROOF RACK,72800,616,128216,10536,2009/03/08,6 yrs 10 mths ,6,10,Carbuyer
62,TOYOTA ISIS 1.8LX A,63800,591,180281,10241,2008/11/26,6 yrs 2 mths ,6,2,Carbuyer
63,Toyota Vios 1.5A E,21800,620,133000,11858,2009/07/07,1 yrs 10 mths ,1,10,Carbuyer
64,Toyota Corolla Altis 1.6 LX (A),62800,521,113000,8341,2010/03/15,7 yrs 6 mths ,7,6,Carbuyer
65,Lexus ES 250 2.5 Executive (A),110700,1234,54185,17720,2017/09/21,5 yrs 0 mths ,5,0,Carbuyer
66,Honda Stream 1.8 RSZ Sunroof (A),64800,638,110000,11146,2008/06/27,5 yrs 9 mths ,5,9,Carbuyer
67,Land Rover Discovery Sport 2.0 HSE 7-Seater (A),122800,1505,80000,20220,2017/03/23,4 yrs 6 mths ,4,6,Carbuyer
68,Kia Cerato 1.6 Premium (A),13800,653,145000,11936,2008/11/18,1 yrs 1 mths ,1,1,Carbuyer
69,Mercedes-Benz A-Class A180 Progressive (A),131800,1152,35000,17262,2019/04/23,6 yrs 7 mths ,6,7,Carbuyer
70,Mercedes-Benz A-Class A180 (A),58800,1076,94000,16646,2015/01/09,2 yrs 11 mths ,2,11,Carbuyer
72,B.M.W. 428I COUPE A/T D/AB SR HID NAV HUD,86800,2364,81000,28930,2014/08/27,1 yrs 11 mths ,1,11,Carbuyer
73,Nissan Qashqai 1.2 DIG-T Premium (A),47800,852,104000,13398,2015/09/30,3 yrs 0 mths ,3,0,Carbuyer
74,Toyota Vios 1.5A E,59800,523,100000,8982,2009/07/24,6 yrs 7 mths ,6,7,Carbuyer
75,Honda Civic 1.8 (A),58800,586,130000,10333,2008/05/13,5 yrs 8 mths ,5,8,Carbuyer
76,CHEVROLET CRUZE NB 1.4D TURBO 6AT,62800,722,58000,11363,2017/07/24,4 yrs 10 mths ,4,10,Carbuyer
77,HONDA SHUTTLE HYBRID 1.5 AUTO,83800,825,86000,14021,2018/06/23,5 yrs 9 mths ,5,9,Carbuyer
78,Toyota Rush 1.5 X (A),61800,579,136000,10106,2008/10/15,6 yrs 1 mths ,6,1,Carbuyer
80,"MERCEDES BENZ ATEGO 1524L 4X2 5360 (AUTO, ABS)",128800,1067,60084,15762,2020/09/17,8 yrs 0 mths ,8,0,Carbuyer
82,NISSAN NV350 PANEL VAN 2.5 5AT 5DR EURO V,36800,581,84376,10486,2016/02/19,3 yrs 5 mths ,3,5,Carbuyer
84,Mitsubishi Lancer EX 1.6 (A),56800,761,73800,12002,2016/10/26,4 yrs 1 mths ,4,1,Carbuyer
87,TOYOTA TOYOTA HIACE VAN TURBO 5 DR MANUAL,54800,630,85000,11058,2017/07/27,4 yrs 10 mths ,4,10,Carbuyer
88,NISSAN NV350 PANEL VAN 2.5 5MT 5DR EURO V,43800,504,88317,8862,2017/07/20,4 yrs 10 mths ,4,10,Carbuyer
90,TOYOTA HIACE 3.0 DX M,34800,714,90228,13044,2015/04/15,2 yrs 7 mths ,2,7,Carbuyer
91,NISSAN NV200 1.5 MT ABS AIRBAG 2WD 6DR E5 W/RC,42800,563,83314,10118,2016/10/11,4 yrs 2 mths ,4,2,Carbuyer
93,NISSAN NV200 DX 1.6 AUTO,64800,537,21202,7449,2021/04/22,8 yrs 7 mths ,8,7,Carbuyer
96,NISSAN NV350 PANEL VAN 2.5 5MT 5DR,54800,513,66000,8862,2018/10/16,6 yrs 1 mths ,6,1,Carbuyer
97,TOYOTA DYNA 150 5MT,66800,756,61211,13310,2017/08/24,4 yrs 11 mths ,4,11,Carbuyer
98,HYUNDAI H1 STAREX 2.5 CRDI MT ABS AIRBAG 2WD,28800,500,114000,9109,2015/12/10,3 yrs 1 mths ,3,1,Carbuyer
99,Toyota Corolla Altis 1.6 Elegance (A),26800,627,138700,5360,2010/05/01,2 yrs 3 mths ,2,3,Carbuyer
100,MAZDA CX-30 2.0 AT LUXURY,134800,1117,36000,13480,2021/01/21,8 yrs 4 mths ,8,4,Carbuyer
101,Nissan Qashqai 1.2 DIG-T Premium (A),49000,851,115000,4900,2015/10/27,3 yrs 1 mths ,3,1,Carbuyer
102,MERCEDES BENZ E250 CGI A,111800,927,195000,13842,2010/11/26,8 yrs 0 mths ,8,0,Carbuyer
103,Mercedes-Benz GLC-Class Coupe Mild Hybrid GLC300 AMG Line 4MATIC (A),256800,2128,20000,27074,2020/11/18,8 yrs 2 mths ,8,2,Carbuyer
104,BMW M M135i 3.0 5-door (A),65800,2398,136000,27652,2014/02/28,1 yrs 5 mths ,1,5,Carbuyer
105,Polestar 2 Electric Long Range Single Motor 78 kWh (A),218800,1813,3500,22531,2022/01/26,9 yrs 4 mths ,9,4,Carbuyer
106,Mercedes-Benz B-Class B180 (A),172800,1432,15358,17450,2021/06/28,8 yrs 9 mths ,8,9,Carbuyer
107,Porsche Boxster S PDK 3.4 (A),280800,28401,114000,28080,2013/03/22,6 mths ,6,0,Carbuyer
108,Lexus ES 250 2.5 Executive (A),100800,1350,58000,19346,2016/10/14,4 yrs 1 mths ,4,1,Carbuyer
109,Mazda 3 Hatchback Mild Hybrid  1.5 Astina (A),122800,1018,20500,13156,2021/06/30,8 yrs 9 mths ,8,9,Carbuyer
110,Mitsubishi Outlander 2.0 (A),117800,976,43499,14500,2020/02/14,7 yrs 5 mths ,7,5,Carbuyer
111,Mercedes-Benz CLA-Class CLA180 (A),67800,1240,185000,18609,2015/08/13,2 yrs 11 mths ,2,11,Carbuyer
112,Mercedes-Benz CLA-Class Shooting Brake CLA180 (A),81800,1209,123000,17987,2016/05/30,3 yrs 8 mths ,3,8,Carbuyer
113,BMW 2 Series Gran Tourer 216i M Sport (A),154800,1283,26039,16473,2020/10/13,8 yrs 1 mths ,8,1,Carbuyer
114,TOYOTA C-HR HYBRID 1.8S CVT,106800,885,15217,13187,2019/12/12,7 yrs 3 mths ,7,3,Carbuyer
115,MAZDA MAZDA3 4-DOOR SEDAN 1.5L SP.6EAT,62800,770,92500,12579,2017/03/29,4 yrs 6 mths ,4,6,Carbuyer
116,HONDA SHUTTLE 1.5 HYBRID AUTO,98800,819,45178,12629,2019/12/20,7 yrs 3 mths ,7,3,Carbuyer
118,BMW X1 sDrive18i (A),101800,1170,93000,17570,2017/07/28,4 yrs 10 mths ,4,10,Carbuyer
119,Mercedes-Benz GLB-Class GLB200 AMG Line Premium Plus 7-Seater (A),213800,1771,21900,21955,2021/02/25,8 yrs 5 mths ,8,5,Carbuyer
120,MINI Cooper S 2.0 (A),174800,1448,9434,18892,2020/11/25,8 yrs 2 mths ,8,2,Carbuyer
121,Audi Q2 1.4 TFSI CoD S tronic (A),111800,1073,28969,16152,2018/08/08,5 yrs 11 mths ,5,11,Carbuyer
122,Mazda 2 Hatchback 1.5 DELUXE,90800,753,26928,10955,2020/02/27,7 yrs 5 mths ,7,5,Carbuyer
123,TOYOTA ESTIMA AERAS G-EDITION 2.4 A,95800,794,76780,11983,2010/09/13,7 yrs 11 mths ,7,11,Carbuyer
124,TOYOTA ESTIMA AERAS 2.4 A,85800,734,138190,12669,2009/12/06,6 yrs 9 mths ,6,9,Carbuyer
125,TOYOTA ESTIMA AERAS 2.4 A,71800,698,131064,12292,2008/07/07,5 yrs 10 mths ,5,10,Carbuyer
126,TOYOTA ESTIMA AERAS 2.4 A,81800,731,160124,12603,2009/04/23,6 yrs 5 mths ,6,5,Carbuyer
127,TOYOTA COROLLA ALTIS ELEGANCE (AUTO)(2WD),121800,1009,9850,12555,2021/06/30,8 yrs 9 mths ,8,9,Carbuyer
128,TOYOTA COROLLA ALTIS ELEGANCE (AUTO)(2WD),121800,1009,5582,12244,2021/09/28,9 yrs 0 mths ,9,0,Carbuyer
129,TOYOTA COROLLA ALTIS 1.6 AUTO,15800,576,189337,10985,2009/12/02,1 yrs 5 mths ,1,5,Carbuyer
130,Hyundai Tucson 1.6 GLS DCT Turbo S (A),93800,973,50700,15618,2018/02/03,5 yrs 5 mths ,5,5,Carbuyer
131,TOYOTA C-HR HYBRID 1.8 CVT,74800,887,62086,14960,2017/09/05,4 yrs 8 mths ,4,8,Carbuyer
132,TOYOTA C-HR HYBRID 1.8S CVT,80800,862,72000,14816,2017/12/18,5 yrs 3 mths ,5,3,Carbuyer
133,SUZUKI SX4 SEDAN 1.6 AT,69800,579,93000,8648,2010/09/29,8 yrs 0 mths ,8,0,Carbuyer
134,SUZUKI SWIFT M-HYBRID 1.2RS CVT,88800,736,15000,10326,2021/01/14,8 yrs 4 mths ,8,4,Carbuyer
135,SUZUKI SWIFT M-HYBRID 1.2RS CVT,88800,736,25000,10353,2020/10/15,8 yrs 1 mths ,8,1,Carbuyer
136,SUZUKI SWIFT M-HYBRID 1.2RS CVT,81800,678,9012,10534,2019/12/26,7 yrs 3 mths ,7,3,Carbuyer
137,SUZUKI SWIFT M-HYBRID 1.2RS CVT,86800,719,7600,10361,2020/03/08,7 yrs 10 mths ,7,10,Carbuyer
138,SUZUKI SWIFT 1.0T GLX AT,89800,744,38487,10173,2020/09/28,8 yrs 0 mths ,8,0,Carbuyer
139,SUBARU IMPREZA 4D 2.0I-S EYESIGHT AWD CVT,101800,844,38786,12045,2020/07/21,7 yrs 10 mths ,7,10,Carbuyer
140,NISSAN X-TRAIL 2.0 CVT,91800,1023,106524,15509,2017/09/25,5 yrs 0 mths ,5,0,Carbuyer
141,NISSAN SYLPHY 1.6 CVT,97800,811,31369,11188,2020/02/09,7 yrs 11 mths ,7,11,Carbuyer
142,NISSAN SYLPHY 1.6 CVT,103800,860,8700,10713,2021/07/28,8 yrs 10 mths ,8,10,Carbuyer
143,NISSAN NOTE 1.2 CVT,59800,657,63330,11189,2017/10/19,5 yrs 1 mths ,5,1,Carbuyer
144,NISSAN NOTE 1.2X CVT,78800,653,40088,10431,2019/02/12,7 yrs 2 mths ,7,2,Carbuyer
145,NISSAN NOTE 1.2 CVT,81800,678,20500,9973,2020/08/18,7 yrs 11 mths ,7,11,Carbuyer
146,MITSUBISHI OUTLANDER 2.4 MIVEC 4WD 7 SEATER SUNROOF,79800,698,214000,11986,2009/06/07,6 yrs 7 mths ,6,7,Carbuyer
147,BMW 1 Series Hatchback 116d (A),69800,885,131000,14623,2017/01/24,4 yrs 4 mths ,4,4,Carbuyer
149,Subaru Forester 2.0i-L (A),66800,948,71000,15106,2016/07/29,3 yrs 10 mths ,3,10,Carbuyer
150,BMW X2 sDrive18i M Sport X (A),128800,1221,43000,17554,2018/09/26,6 yrs 0 mths ,6,0,Carbuyer
151,Mercedes-Benz CLA-Class CLA180 (A),113800,1197,54000,17742,2018/01/23,5 yrs 4 mths ,5,4,Carbuyer
152,Nissan Qashqai 1.2 DIG-T Premium (A),50800,820,95900,13158,2016/11/01,3 yrs 4 mths ,3,4,Carbuyer
153,Mercedes-Benz A-Class A180 Style (A),151800,1258,41000,15910,2021/03/31,8 yrs 6 mths ,8,6,Carbuyer
154,Hyundai Tucson 1.6 GLS DCT Turbo S (A),82800,1015,92557,15646,2017/03/30,4 yrs 6 mths ,4,6,Carbuyer
156,Subaru Impreza 4D 1.6i-S (A) Sunroof,69800,790,78680,12716,2017/08/23,4 yrs 11 mths ,4,11,Carbuyer
157,B.M.W. 216I GRAN TOURER NAV,127800,1211,69000,17951,2018/09/21,6 yrs 0 mths ,6,0,Carbuyer
158,AUDI Q7 3.6 FSI QU S-LINE FACELIFT,105800,956,197211,16496,2010/01/29,6 yrs 4 mths ,6,4,Carbuyer
159,MERCEDES BENZ E220D SPORT AUTO,233800,1937,14682,23105,2021/07/23,8 yrs 10 mths ,8,10,Carbuyer
160,B.M.W. 520I ADAP LED HL,218800,1813,19900,22569,2021/08/01,8 yrs 4 mths ,8,4,Carbuyer
161,AUDI RS3 SPORTBACK 2.5 TFSI QUATTRO,155800,1291,153528,0,2011/12/31,9 yrs 3 mths ,9,3,Carbuyer
162,MITSUBISHI LANCER EX 1.6 AT LED TAIL LAMP,54800,763,81500,11942,2016/08/26,3 yrs 11 mths ,3,11,Carbuyer
163,LAND ROVER DISCOVERY 2.0P 7 SEATER S/R,305800,2533,26700,29051,2021/06/28,8 yrs 9 mths ,8,9,Carbuyer
164,Mazda CX-5 2.5 Luxury (A),75800,1121,57602,16217,2016/05/30,3 yrs 8 mths ,3,8,Carbuyer
165,KIA SORENTO 2.4L EX AT ABS D/AB 2WD 5DR,83800,741,144780,12745,2010/01/11,6 yrs 6 mths ,6,6,Carbuyer
166,Audi Q2 1.4A TFSI CoD S-tronic,115000,1077,62835,16072,2018/10/31,6 yrs 1 mths ,6,1,Carbuyer
167,MITSUBISHI ECLIPSE CROSS 1.5 CVT,114800,961,29000,14600,2019/08/19,6 yrs 11 mths ,6,11,Carbuyer
168,Mercedes-Benz A-Class A200 Sport (A),162800,1349,22000,17179,2021/02/25,8 yrs 5 mths ,8,5,Carbuyer
169,MERCEDES BENZ C180 AVANTGARDE (R17 LED),78800,1568,67000,23145,2015/05/26,2 yrs 8 mths ,2,8,Carbuyer
170,Honda Civic 1.5 VTEC Turbo Sunroof,104800,1031,42600,15532,2018/06/28,5 yrs 9 mths ,5,9,Carbuyer
171,Mercedes-Benz GLC-Class GLC250 Coupe AMG Line 4MATIC,206800,1891,49000,27739,2018/12/14,6 yrs 3 mths ,6,3,Carbuyer
173,Audi Q2 1.4 TFSI CoD S tronic (A),138800,1150,33000,15077,2020/11/27,8 yrs 2 mths ,8,2,Carbuyer
174,Hyundai Avante 1.6 S (A),124800,1034,14000,12929,2022/02/21,9 yrs 5 mths ,9,5,Carbuyer
175,Honda HR-V 1.5 DX (A),91000,823,16000,12778,2019/11/01,6 yrs 4 mths ,6,4,Carbuyer
176,Mercedes-Benz GLC-Class GLC250,208800,1785,45000,25998,2019/12/06,6 yrs 9 mths ,6,9,Carbuyer
177,Mercedes-Benz A-Class A180 Style (A),94800,1089,18500,17363,2017/07/28,4 yrs 10 mths ,4,10,Carbuyer
178,Subaru Forester 2.0i-S EyeSight (A),117800,997,55225,15799,2019/07/26,6 yrs 10 mths ,6,10,Carbuyer
179,TOYOTA ESTIMA 2.4X A,70800,715,212200,12508,2008/02/05,5 yrs 7 mths ,5,7,Carbuyer
180,TOYOTA ESTIMA 2.4X A,79800,713,195000,12295,2009/04/15,6 yrs 5 mths ,6,5,Carbuyer
181,TOYOTA ESTIMA AERAS 2.4 A,74800,701,132000,12205,2008/10/20,6 yrs 1 mths ,6,1,Carbuyer
182,TOYOTA COROLLA ALTIS 1.6 AUTO,71800,595,144271,8981,2010/09/16,7 yrs 11 mths ,7,11,Carbuyer
183,MERCEDES BENZ GLA200 SPORT EXECUTIVE AUTO,179800,1490,25000,18555,2021/04/15,8 yrs 7 mths ,8,7,Carbuyer
184,MERCEDES BENZ GLA180 URBAN (R18 LED),121800,1154,58600,17434,2018/09/25,6 yrs 0 mths ,6,0,Carbuyer
185,MERCEDES BENZ GLA180 URBAN (R18 LED),125800,1137,50500,17311,2019/11/01,6 yrs 4 mths ,6,4,Carbuyer
186,MERCEDES BENZ GLA180 URBAN EDITION AUTO,136800,1134,19500,16775,2020/09/01,7 yrs 4 mths ,7,4,Carbuyer
187,HONDA JAZZ 1.4A,54800,554,116759,0,2008/04/18,5 yrs 7 mths ,5,7,Carbuyer
188,KIA CERATO FORTE KOUP 1.6 AT SX ABS D/AB SR,31800,615,165000,11291,2010/06/29,2 yrs 9 mths ,2,9,Carbuyer
189,HONDA JAZZ 1.3 CVT ABS D/AIRBAG 2WD,48800,847,63000,14363,2015/08/10,3 yrs 1 mths ,3,1,Carbuyer
190,KIA CERATO EX FORTE 1.6L A/T ABS AB 2WD 4DR,98800,819,145071,12912,2010/04/29,7 yrs 7 mths ,7,7,Carbuyer
191,HONDA GRACE HYBRID 1.5DX AUTO,95800,794,29000,12101,2020/12/02,7 yrs 5 mths ,7,5,Carbuyer
192,KIA CERATO 1.6(A) SX,79800,756,92942,11769,2018/10/09,6 yrs 0 mths ,6,0,Carbuyer
193,HONDA GRACE HYBRID 1.5DX AUTO,102800,852,17500,12085,2020/09/14,8 yrs 0 mths ,8,0,Carbuyer
194,KIA CERATO 1.6(A) LX,76800,637,19588,8948,2020/07/30,7 yrs 10 mths ,7,10,Carbuyer
195,KIA CERATO 1.6(A) EX,89800,744,26533,11651,2019/03/10,7 yrs 0 mths ,7,0,Carbuyer
196,HONDA FREED 1.5G A,19800,766,158000,0,2009/08/01,1 yrs 4 mths ,1,4,Carbuyer
197,JAGUAR XE 2.0 I4D TSS,97800,1141,60336,16857,2017/06/27,4 yrs 9 mths ,4,9,Carbuyer
198,HYUNDAI TL TUCSON 2.0 GLS AT 2WD SR (EPB),60800,918,68452,13761,2016/04/13,3 yrs 7 mths ,3,7,Carbuyer
199,HYUNDAI I30 PDE 1.4 T-GDI DCT,95800,876,15758,13740,2019/05/01,6 yrs 3 mths ,6,3,Carbuyer
200,HYUNDAI ELANTRA AD 1.6 GLS AT (AMS),81800,757,42300,11983,2018/11/23,6 yrs 2 mths ,6,2,Carbuyer
201,HYUNDAI CN7 AVANTE 1.6 DOHC CVT S,110800,918,38000,12069,2021/08/26,8 yrs 11 mths ,8,11,Carbuyer
202,HYUNDAI CN7 AVANTE 1.6 DOHC CVT S,112800,935,8285,12132,2021/08/10,9 yrs 1 mths ,9,1,Carbuyer
203,HONDA FIT 1.3GF CVT,86800,719,7300,10183,2020/11/30,8 yrs 2 mths ,8,2,Carbuyer
204,HYUNDAI HD AVANTE 1.6 A,15800,493,131000,9347,2009/05/14,1 yrs 8 mths ,1,8,Carbuyer
205,HONDA FIT 1.3GF CVT,87800,728,8000,10307,2020/11/24,8 yrs 2 mths ,8,2,Carbuyer
206,MERCEDES BENZ E200 AVG (R18 LED),128800,1633,76852,22023,2017/01/13,4 yrs 4 mths ,4,4,Carbuyer
207,MERCEDES BENZ CLA180 COUPE URBAN (R18 LED),121800,1154,80959,17509,2018/09/18,6 yrs 0 mths ,6,0,Carbuyer
208,MERCEDES BENZ CLA180 AMG LINE AUTO,163800,1357,29452,18792,2020/04/23,7 yrs 7 mths ,7,7,Carbuyer
209,MERCEDES BENZ C200 SE M-HYBRID AUTO,167800,1390,51000,19754,2019/11/12,7 yrs 3 mths ,7,3,Carbuyer
210,MERCEDES BENZ C200 SE SALOON,116800,1302,113600,20217,2017/06/09,5 yrs 0 mths ,5,0,Carbuyer
211,HONDA CIVIC 1.6L VTIS AT,20800,1807,113582,20322,2013/12/04,7 mths ,7,0,Carbuyer
212,MERCEDES BENZ C180K,74800,620,160000,10445,2010/02/26,7 yrs 1 mths ,7,1,Carbuyer
213,HONDA CIVIC 1.6 VTI CVT,115800,960,13980,12270,2021/04/16,8 yrs 7 mths ,8,7,Carbuyer
214,MERCEDES BENZ C180K,86800,719,140255,12171,2009/10/21,7 yrs 1 mths ,7,1,Carbuyer
215,HONDA VEZEL 1.5X CVT,52800,833,72558,13918,2016/02/25,3 yrs 5 mths ,3,5,Carbuyer
216,MERCEDES BENZ C 180 CGI,81800,678,140390,10783,2010/05/04,7 yrs 6 mths ,7,6,Carbuyer
217,MERCEDES BENZ C180 AVANTGARDE (R17 LED),109800,1323,80000,19531,2017/04/13,4 yrs 7 mths ,4,7,Carbuyer
218,HONDA ACCORD 1.5 VTEC TURBO CVT,165800,1374,11469,16943,2021/01/20,8 yrs 4 mths ,8,4,Carbuyer
219,HONDA VEZEL 1.5S A,71800,911,64000,14252,2017/11/01,4 yrs 4 mths ,4,4,Carbuyer
220,B.M.W. Z4 SDRIVE 30I MSPT NAV,232800,1990,36802,28597,2019/05/07,6 yrs 9 mths ,6,9,Carbuyer
221,Mercedes-Benz B-Class B200 (New 10-yr COE),96800,802,257968,8512,2012/03/10,9 yrs 10 mths ,9,10,Carbuyer
222,B.M.W. X1 SDRIVE 18I LED HL XLINE,163800,1357,10458,16508,2021/12/03,8 yrs 6 mths ,8,6,Carbuyer
223,HONDA STREAM SUNROOF 1.8L A,54800,593,138500,0,2007/12/17,5 yrs 2 mths ,5,2,Carbuyer
224,MERCEDES BENZ A200 COMPT SALN PROGRESSIVE (R18 LED),151800,1258,13400,17618,2020/01/04,7 yrs 6 mths ,7,6,Carbuyer
225,B.M.W. 523I 2.5 AT ABS D/AB 2WD 4DR GAS/D NAV,106800,885,147000,12921,2010/09/12,8 yrs 3 mths ,8,3,Carbuyer
226,MAZDA MAZDA6 SEDAN 2.0 AT EXECUTIVE 2WD,106800,904,37821,13791,2019/07/24,6 yrs 10 mths ,6,10,Carbuyer
